center,left,right,steering,throttle,brake,speed
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_52_814.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_52_814.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_52_814.jpg,0.0,0.0,0.0,7.7938600000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_52_898.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_52_898.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_52_898.jpg,0.0,0.0,0.0,7.715636999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_52_990.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_52_990.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_52_990.jpg,0.0,0.0,0.0,7.653563
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_076.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_076.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_076.jpg,0.0,0.0,0.0,7.59205
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_160.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_160.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_160.jpg,0.0,0.0,0.0,7.5158570000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_272.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_272.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_272.jpg,0.0,0.0,0.0,7.440428999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_422.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_422.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_422.jpg,-0.25,0.0,0.0,7.3065169999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_503.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_503.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_503.jpg,-0.45,0.0,0.0,7.213664
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_576.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_576.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_576.jpg,-0.3160858,0.0,0.0,7.157292
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_655.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_655.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_655.jpg,-0.08056851,0.0,0.0,7.0946940000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_739.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_739.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_739.jpg,0.0,0.0,0.0,7.034406
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_818.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_818.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_818.jpg,0.0,0.0,0.0,6.977663000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_53_899.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_53_899.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_53_899.jpg,0.0,0.0,0.0,6.92157
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_000.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_000.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_000.jpg,0.0,0.0,0.0,6.852105
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_090.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_090.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_090.jpg,0.0,0.0,0.0,6.797036
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_162.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_162.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_162.jpg,0.0,0.0,0.0,6.742186
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_248.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_248.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_248.jpg,0.0,0.0,0.0,6.687594
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_332.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_332.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_332.jpg,0.0,0.0,0.0,6.633334
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_418.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_418.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_418.jpg,0.0,0.0,0.0,6.566127000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_510.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_510.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_510.jpg,-0.2,0.0,0.0,6.505101
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_597.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_597.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_597.jpg,-0.45,0.0,0.0,6.406159
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_712.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_712.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_712.jpg,-0.7,0.0,0.0,6.286651999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_843.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_843.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_843.jpg,-0.7708126000000001,0.0,0.0,6.143472
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_54_936.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_54_936.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_54_936.jpg,-0.48964490000000005,0.0,0.0,6.099869
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_024.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_024.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_024.jpg,-0.22486370000000003,0.0,0.0,6.051549
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_095.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_095.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_095.jpg,-0.01001843,0.0,0.0,5.991899
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_180.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_180.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_180.jpg,0.0,0.0,0.0,5.943109
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_258.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_258.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_258.jpg,0.0,0.0,0.0,5.895316
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_342.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_342.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_342.jpg,0.0,0.0,0.0,5.847901
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_423.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_423.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_423.jpg,0.0,0.0,0.0,5.800805
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_511.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_511.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_511.jpg,0.0,0.0,0.0,5.754188
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_587.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_587.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_587.jpg,0.0,0.0,0.0,5.707946
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_671.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_671.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_671.jpg,0.0,0.0,0.0,5.662076
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_766.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_766.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_766.jpg,0.0,0.0,0.0,5.6052550000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_850.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_850.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_850.jpg,0.0,0.0,0.0,5.560208
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_55_942.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_55_942.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_55_942.jpg,0.0,0.0,0.0,5.504412
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_022.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_022.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_022.jpg,0.0,0.0,0.0,5.460177
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_107.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_107.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_107.jpg,0.0,0.0,0.0,5.416298
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_194.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_194.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_194.jpg,0.0,0.0,0.0,5.3727730000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_281.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_281.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_281.jpg,0.0,0.0,0.0,5.318855999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_378.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_378.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_378.jpg,-0.25,0.0,0.0,5.2542800000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_463.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_463.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_463.jpg,-0.45,0.0,0.0,5.188151
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_546.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_546.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_546.jpg,-0.29778790000000005,0.0,0.0,5.149553
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_630.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_630.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_630.jpg,-0.05242944,0.0,0.0,5.101958
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_734.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_734.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_734.jpg,0.0,0.0,0.0,5.049535
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_809.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_809.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_809.jpg,0.0,0.0,0.0,5.008935
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_901.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_901.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_901.jpg,0.0,0.0,0.0,4.968683
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_56_971.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_56_971.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_56_971.jpg,0.0,0.0,0.0,4.9287540000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_047.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_047.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_047.jpg,0.0,0.0,0.0,4.889146
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_133.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_133.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_133.jpg,0.0,0.0,0.0,4.849854
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_215.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_215.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_215.jpg,0.0,0.0,0.0,4.810881
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_300.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_300.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_300.jpg,0.0,0.0,0.0,4.7626040000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_391.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_391.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_391.jpg,0.0,0.0,0.0,4.72433
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_476.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_476.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_476.jpg,0.0,0.0,0.0,4.67692
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_568.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_568.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_568.jpg,0.0,0.0,0.0,4.639334
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_647.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_647.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_647.jpg,0.0,0.0,0.0,4.602052
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_731.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_731.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_731.jpg,0.0,0.0,0.0,4.565068
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_823.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_823.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_823.jpg,0.0,0.0,0.0,4.519258
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_907.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_907.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_907.jpg,0.0,0.2562594,0.0,4.721622
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_57_992.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_57_992.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_57_992.jpg,0.0,0.003073223,0.0,4.697164
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_092.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_092.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_092.jpg,0.0,0.0,0.0,4.650258999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_190.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_190.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_190.jpg,0.0,0.0,0.0,4.603594
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_345.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_345.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_345.jpg,0.0,0.0,0.0,4.5299
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_427.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_427.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_427.jpg,0.0,0.0,0.0,4.4934970000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_500.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_500.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_500.jpg,0.0,0.0,0.0,4.457387000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_580.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_580.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_580.jpg,0.0,0.0,0.0,4.421566
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_665.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_665.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_665.jpg,0.0,0.0,0.0,4.3860339999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_748.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_748.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_748.jpg,0.0,0.0,0.0,4.350788
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_845.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_845.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_845.jpg,0.0,0.0,0.0,4.3071269999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_58_925.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_58_925.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_58_925.jpg,0.0,0.0,0.0,4.272515
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_012.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_012.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_012.jpg,0.0,0.0,0.0,4.238181
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_092.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_092.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_092.jpg,0.0,0.0,0.0,4.204122
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_176.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_176.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_176.jpg,0.0,0.0,0.0,4.161934
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_261.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_261.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_261.jpg,0.0,0.0,0.0,4.128489
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_349.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_349.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_349.jpg,0.0,0.0,0.0,4.095312
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_442.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_442.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_442.jpg,0.0,0.2729621,0.0,4.375703
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_528.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_528.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_528.jpg,0.0,0.5413766,0.0,4.854747
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_616.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_616.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_616.jpg,0.0,0.8010193,0.0,5.7619
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_716.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_716.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_716.jpg,0.0,1.0,0.0,6.899538000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_788.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_788.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_788.jpg,0.0,1.0,0.0,7.583462
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_873.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_873.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_873.jpg,0.0,0.7461616,0.0,8.26247
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_59_961.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_59_961.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_59_961.jpg,0.0,0.5027366,0.0,8.700503999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_44_00_031.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_44_00_031.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_44_00_031.jpg,0.0,0.2682618,0.0,8.907656
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_44_00_115.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_44_00_115.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_44_00_115.jpg,0.0,0.02122215,0.0,8.862236
